Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
29166,FORD,Escape,2014,Jeep,Petrol,2.0 Turbo,127000 km,4.0,Tiptronic,4x4,Left wheel,Silver,227
2500,RENAULT,Laguna,1995,Sedan,Petrol,2,32000 km,4.0,Manual,Front,Left wheel,Blue,228
19444,VOLKSWAGEN,Jetta,2015,Sedan,Petrol,1.8 Turbo,102400 km,4.0,Automatic,Front,Left wheel,Silver,229
43592,MERCEDES-BENZ,GLE 350,2017,Jeep,Petrol,3.5,39814 km,6.0,Automatic,Rear,Left wheel,Black,230
15367,TOYOTA,Prius,2009,Hatchback,Hybrid,1.8,174000 km,4.0,Variator,Front,Left wheel,Blue,231
15000,SUBARU,Legacy,2008,Sedan,Petrol,3,138000 km,6.0,Tiptronic,4x4,Left wheel,Black,232
12544,MERCEDES-BENZ,E 320,2004,Sedan,Petrol,3.2,205500 km,6.0,Tiptronic,Rear,Right-hand drive,Silver,233
21639,TOYOTA,Highlander,2011,Sedan,Hybrid,3.5,368064 km,6.0,Automatic,4x4,Left wheel,Grey,234
40340,SSANGYONG,Actyon,2016,Jeep,Diesel,1.6,59272 km,4.0,Automatic,Front,Left wheel,White,235
300,TOYOTA,Land Cruiser Prado,2019,Jeep,Petrol,2.7,120 km,4.0,Automatic,4x4,Left wheel,White,236
23834,FORD,Transit,2012,Microbus,Diesel,2.2 Turbo,141000 km,4.0,Manual,Front,Left wheel,White,237
314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,26802 km,4.0,Automatic,Rear,Left wheel,Black,238
16000,FORD,C-MAX,2014,Hatchback,Hybrid,2,272000 km,4.0,Automatic,Front,Left wheel,Grey,239
11917,HYUNDAI,Elantra,2013,Sedan,Petrol,1.6,31691 km,4.0,Automatic,Front,Left wheel,White,240
862,LEXUS,GX 470,2008,Jeep,Petrol,4.7,263190 km,8.0,Automatic,4x4,Left wheel,White,241
5175,MERCEDES-BENZ,E 240,1998,Sedan,CNG,2.4,0 km,4.0,Automatic,Rear,Right-hand drive,Black,242
15367,FORD,Taurus,2014,Sedan,LPG,3.7,290000 km,6.0,Automatic,4x4,Left wheel,Grey,243
11917,CHEVROLET,Orlando,2012,Jeep,Diesel,2,79749 km,4.0,Automatic,Front,Left wheel,Silver,244
18817,TOYOTA,Camry,2018,Sedan,Hybrid,2.5,35058 km,4.0,Automatic,Front,Left wheel,White,245
13808,HYUNDAI,Sonata,2016,Sedan,LPG,2,38206 km,4.0,Automatic,Front,Left wheel,White,246
392,MAZDA,CX-7,2011,Jeep,Petrol,2.5,183728 km,4.0,Automatic,Front,Left wheel,Blue,247
3300,RENAULT,Twingo,2001,Hatchback,Petrol,1.2,777 km,4.0,Manual,Front,Left wheel,Purple,248
40769,BMW,535 M PAKET,2012,Sedan,Petrol,3,58450 km,6.0,Tiptronic,Rear,Left wheel,Grey,249
7840,LEXUS,CT 200h,2013,Hatchback,Hybrid,1.8,65989 km,,Automatic,Front,Left wheel,Silver,250
9408,MITSUBISHI,Pajero,1993,Jeep,CNG,3,430000 km,6.0,Manual,4x4,Left wheel,Blue,251
5488,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,109798 km,4.0,Automatic,Front,Left wheel,White,252
9722,TOYOTA,Vitz,2012,Hatchback,Petrol,1.3,130000 km,4.0,Automatic,4x4,Right-hand drive,White,253
16621,HYUNDAI,Genesis,2010,Coupe,Petrol,3.8,151977 km,4.0,Automatic,Front,Left wheel,Blue,254
9418,HYUNDAI,Sonata,2015,Sedan,Petrol,2,676825 km,4.0,Automatic,Front,Left wheel,White,255
3763,BMW,520,1989,Sedan,Petrol,2,199000 km,6.0,Manual,Rear,Left wheel,White,256
1725,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,107155 km,4.0,Automatic,Front,Left wheel,Black,257
549,HYUNDAI,Elantra,2014,Sedan,Petrol,1.8,140082 km,4.0,Automatic,Front,Left wheel,Black,258
314,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,249422 km,4.0,Automatic,Front,Left wheel,Black,259
5645,OPEL,Vectra,1997,Universal,Petrol,2,200000 km,4.0,Manual,Front,Left wheel,White,260
10976,TOYOTA,Corolla,2014,Sedan,Hybrid,1.5,100000 km,4.0,Variator,Front,Right-hand drive,Silver,261
29793,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,219030 km,6.0,Automatic,4x4,Left wheel,Black,262
862,FORD,Fusion,2014,Sedan,Hybrid,2,186048 km,4.0,Automatic,Front,Left wheel,Black,263
1900,FORD,Galaxy,2001,Minivan,Petrol,2.2,11111 km,5.0,Automatic,Front,Left wheel,Blue,264
706,TOYOTA,Prius,2013,Hatchback,Hybrid,1.8,105328 km,4.0,Automatic,Front,Left wheel,White,265
22580,TOYOTA,Prius,2014,Sedan,Hybrid,1.8,160000 km,,Automatic,Front,Left wheel,Black,266
4861,TOYOTA,Camry,2013,Sedan,Hybrid,2.5,136861 km,4.0,Automatic,Front,Left wheel,Blue,267
1800,VOLKSWAGEN,Golf 4,1998,Hatchback,Petrol,1.8,30000 km,4.0,Automatic,Front,Right-hand drive,Red,268
4861,FORD,Fusion,2014,Sedan,Hybrid,2,137328 km,4.0,Automatic,Front,Left wheel,Silver,269
36065,BMW,X5,2011,Jeep,Petrol,3.0 Turbo,129600 km,6.0,Tiptronic,4x4,Left wheel,Black,270
282,FORD,Escape,2008,Jeep,Hybrid,0.4,220474 km,4.0,Automatic,Front,Left wheel,Grey,271
17876,TOYOTA,CHR,2019,Jeep,Petrol,2,19968 km,4.0,Automatic,Front,Left wheel,White,272
24775,FORD,Fusion,2013,Sedan,Petrol,1.6 Turbo,46000 km,4.0,Tiptronic,Front,Left wheel,White,273
15257,HYUNDAI,Sonata,2011,Sedan,Petrol,2,163374 km,4.0,Automatic,Front,Left wheel,Grey,274
16900,HONDA,Element,2009,Universal,Petrol,2.4,120000 km,4.0,Automatic,4x4,Left wheel,Black,275
22825,CHEVROLET,Orlando,2012,Jeep,Diesel,2,137433 km,4.0,Automatic,Front,Left wheel,White,276
12544,KIA,RIO,2013,Sedan,Petrol,1.6,137000 km,4.0,Automatic,Front,Left wheel,Black,277
16935,LEXUS,CT 200h,2015,Hatchback,Hybrid,1.8,94949 km,4.0,Automatic,Front,Left wheel,White,278
38213,HONDA,Civic,2018,Sedan,Petrol,2,0 km,,Automatic,Front,Left wheel,White,279
44134,SSANGYONG,Actyon,2016,Jeep,Diesel,1.6,48910 km,4.0,Automatic,Front,Left wheel,White,280
4391,VOLKSWAGEN,Vento,1994,Sedan,Diesel,1.9 Turbo,85000 km,4.0,Manual,Front,Left wheel,Black,281
24148,BMW,X5,2007,Jeep,Petrol,4.8,210000 km,8.0,Tiptronic,4x4,Left wheel,Black,282
6272,OPEL,Astra,2004,Universal,Petrol,1.6,171000 km,4.0,Manual,Front,Left wheel,White,283
100,HYUNDAI,Sonata,2013,Sedan,Petrol,2.4,77000 km,4.0,Tiptronic,Front,Left wheel,White,284
18817,BMW,530,2005,Sedan,Petrol,3.0 Turbo,170000 km,6.0,Tiptronic,Rear,Left wheel,Blue,285
10663,HONDA,FIT,2011,Sedan,Hybrid,1.3,127000 km,,Variator,Front,Right-hand drive,Black,286
75266,MERCEDES-BENZ,ML 550 4.7,2012,Jeep,Petrol,4.7 Turbo,167000 km,8.0,Tiptronic,4x4,Left wheel,Black,287
54157,HONDA,Civic,2015,Sedan,Petrol,2.4,78006 km,4.0,Automatic,Front,Left wheel,Orange,288
49889,HYUNDAI,Tucson,2016,Jeep,Diesel,1.7,71867 km,4.0,Automatic,Front,Left wheel,Black,289
23834,TOYOTA,Corolla IM,2016,Hatchback,Petrol,1.8,102500 km,4.0,Automatic,Front,Left wheel,White,290
22894,TOYOTA,Camry,2013,Sedan,Petrol,2.5,101000 km,4.0,Tiptronic,Front,Left wheel,Black,291
10976,MERCEDES-BENZ,CLK 240,2004,Coupe,Petrol,2.4,89000 km,4.0,Tiptronic,Rear,Right-hand drive,Silver,292
17876,FORD,Fiesta,2013,Sedan,Petrol,1.6,160000 km,4.0,Tiptronic,Front,Left wheel,Black,293
18189,HYUNDAI,Elantra,2012,Sedan,Petrol,1.8,136000 km,4.0,Tiptronic,Front,Left wheel,Black,294
70,FORD,Transit,2007,Goods wagon,Diesel,2.4 Turbo,350000 km,4.0,Manual,Rear,Left wheel,White,295
470,HYUNDAI,Sonata,2012,Jeep,Hybrid,2.4,123862 km,4.0,Automatic,Front,Left wheel,White,296
7840,BMW,520,2003,Sedan,CNG,2.5,260000 km,6.0,Tiptronic,Rear,Left wheel,Silver,297
25089,DODGE,Challenger,2012,Coupe,Petrol,3.6,112000 km,6.0,Tiptronic,Rear,Left wheel,Grey,298
10976,MERCEDES-BENZ,E 200,1993,Sedan,CNG,2,0 km,4.0,Manual,Rear,Left wheel,Black,299
22894,BMW,328,2010,Coupe,Petrol,3,157000 km,6.0,Tiptronic,4x4,Left wheel,Black,300
7840,MERCEDES-BENZ,C 180,2000,Sedan,Petrol,2,136000 km,4.0,Tiptronic,Rear,Right-hand drive,Blue,301
12231,HYUNDAI,Sonata,2015,Sedan,LPG,2,348486 km,4.0,Automatic,Front,Left wheel,Silver,302
51746,TOYOTA,RAV 4,2017,Jeep,Petrol,2.5,34454 km,4.0,Automatic,Front,Left wheel,Carnelian red,303
188,TOYOTA,Prius,2014,Hatchback,Hybrid,1.8,140414 km,4.0,Automatic,Front,Left wheel,White,304
17719,KIA,Optima,2013,Sedan,Petrol,2.0 Turbo,91000 km,4.0,Automatic,Front,Left wheel,White,305
706,AUDI,A4,2014,Sedan,Petrol,2,162032 km,4.0,Automatic,Front,Left wheel,Black,306
2666,HYUNDAI,Sonata,2015,Sedan,Petrol,2.4,234618 km,4.0,Automatic,Front,Left wheel,Red,307
23994,CHEVROLET,Orlando,2016,Jeep,Diesel,1.6,125774 km,4.0,Automatic,Front,Left wheel,White,308
13172,BMW,320,2003,Sedan,Petrol,2.2,190000 km,6.0,Tiptronic,Rear,Left wheel,White,309
59586,TOYOTA,RAV 4,2017,Jeep,Petrol,2.5,32000 km,6.0,Automatic,Front,Left wheel,White,310
18817,TOYOTA,Prius,2016,Sedan,Hybrid,1.8,80000 km,4.0,Tiptronic,Front,Left wheel,Grey,311
15681,TOYOTA,RAV 4,2002,Jeep,Petrol,2,140000 km,4.0,Manual,4x4,Left wheel,Silver,312
6800,BMW,525,2000,Sedan,CNG,2.5,157000 km,6.0,Manual,Rear,Left wheel,Blue,313
17876,HYUNDAI,Elantra,2013,Sedan,Petrol,1.6,84800 km,4.0,Tiptronic,Front,Left wheel,Silver,314
188,TOYOTA,Prius,2014,Jeep,Hybrid,1.8,187334 km,4.0,Automatic,Front,Left wheel,White,315
18189,MERCEDES-BENZ,E 350,2006,Sedan,Petrol,3.5,220000 km,6.0,Tiptronic,Rear,Left wheel,Silver,316
28225,LEXUS,RX 400 HYBRID,2008,Jeep,Hybrid,3.3,119000 km,6.0,Automatic,4x4,Left wheel,Blue,317
44247,HYUNDAI,H1,2016,Universal,Diesel,2.5,51831 km,4.0,Automatic,Front,Left wheel,Grey,318
7213,MITSUBISHI,Pajero IO,1998,Jeep,Petrol,1.8,200000 km,4.0,Automatic,4x4,Left wheel,Silver,319
157,BMW,X5,2011,Sedan,Petrol,4.4,139363 km,8.0,Automatic,4x4,Left wheel,Black,320
6586,AUDI,A4,2014,Sedan,Petrol,2,123640 km,4.0,Automatic,4x4,Left wheel,Blue,321
5865,DAEWOO,Lacetti,2009,Sedan,Diesel,2,39031 km,4.0,Automatic,Front,Left wheel,Blue,322
20883,SSANGYONG,Actyon,2011,Jeep,Diesel,2,102000 km,4.0,Automatic,Front,Left wheel,Black,323
10976,HONDA,Odyssey,2008,Minivan,LPG,2.4,20000 km,4.0,Variator,Front,Right-hand drive,Grey,324
9095,HONDA,FIT,2011,Hatchback,Hybrid,1.3,14590 km,4.0,Automatic,Front,Right-hand drive,Grey,325
2666,HYUNDAI,Elantra,2013,Coupe,Petrol,1.8,89962 km,4.0,Automatic,Front,Left wheel,Blue,326
87497,TOYOTA,Camry,2019,Sedan,Petrol,2.5,25000 km,4.0,Tiptronic,Front,Left wheel,White,327
20005,HYUNDAI,Elantra,2012,Sedan,Petrol,1.6,36239 km,4.0,Automatic,Front,Left wheel,Grey,328
14113,FORD,Focus,2012,Hatchback,Petrol,2,2012 km,4.0,Tiptronic,Front,Left wheel,Black,329
314,HYUNDAI,Elantra,2013,Sedan,Petrol,1.8,157859 km,4.0,Automatic,Front,Left wheel,Black,330
1019,HYUNDAI,Santa FE,2015,Jeep,Petrol,2.4,245653 km,4.0,Automatic,Front,Left wheel,Black,331
16465,FORD,C-MAX,2016,Hatchback,Plug-in Hybrid,2,0 km,4.0,Automatic,Front,Left wheel,White,332
7300,NISSAN,Teana,2004,Sedan,Petrol,2.3,160000 km,6.0,Automatic,Front,Right-hand drive,Silver,333
6899,DAEWOO,Lacetti,2009,Sedan,Petrol,1.6,50549 km,4.0,Automatic,Front,Left wheel,Silver,334
17249,HYUNDAI,Sonata,2011,Sedan,LPG,2,72000 km,4.0,Tiptronic,Front,Left wheel,Silver,335
10192,DAEWOO,Lacetti,2010,Sedan,Petrol,1.8,46527 km,4.0,Automatic,Front,Left wheel,Black,336
39201,TOYOTA,Highlander,2014,Sedan,Hybrid,3.5,166560 km,6.0,Automatic,4x4,Left wheel,Black,337
22843,SSANGYONG,Korando,2012,Jeep,Diesel,2,125926 km,4.0,Automatic,Front,Left wheel,Black,338
21699,CHEVROLET,Malibu,2012,Sedan,Petrol,2,65006 km,4.0,Automatic,Front,Left wheel,Silver,339
25299,HYUNDAI,Tucson,2011,Jeep,Diesel,2,134312 km,4.0,Automatic,Front,Left wheel,Black,340
2500,OPEL,Corsa,1996,Coupe,Petrol,1.4,280000 km,4.0,Manual,Front,Left wheel,Blue,341
11604,RENAULT,Scenic,2007,Minivan,Diesel,1.5 Turbo,240000 km,4.0,Manual,Front,Left wheel,Black,342
7213,BMW,525,1998,Sedan,Petrol,2.5,100000 km,6.0,Manual,Rear,Left wheel,Silver,343
11917,CHEVROLET,Captiva,2010,Jeep,Diesel,2,61232 km,4.0,Automatic,Front,Left wheel,White,344
17249,BMW,320,2005,Sedan,Diesel,2.0 Turbo,284000 km,4.0,Manual,Rear,Left wheel,Grey,345
23521,FORD,C-MAX,2013,Hatchback,,2,200925 km,4.0,Variator,Front,Left wheel,Black,346
14113,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,111111 km,4.0,Automatic,Front,Right-hand drive,Green,347
5959,NISSAN,March,2004,Hatchback,Petrol,1.4,177000 km,4.0,Automatic,Front,Right-hand drive,Yellow,348
92502,JEEP,Wrangler,2017,Jeep,Petrol,3.6,13897 km,4.0,Automatic,Front,Left wheel,Grey,349
32035,SSANGYONG,REXTON,2013,Jeep,Diesel,2,152847 km,4.0,Automatic,Front,Left wheel,Silver,350
14376,HYUNDAI,Santa FE,2011,Jeep,Diesel,2.2,78305 km,4.0,Automatic,Front,Left wheel,White,351
220,HYUNDAI,Tucson,2012,Jeep,Petrol,2.4,221126 km,4.0,Automatic,Front,Left wheel,Black,352
25089,LEXUS,HS 250h Hybrid,2010,Sedan,Hybrid,2.4,64000 km,4.0,Automatic,Front,Left wheel,Red,353
6899,HONDA,FIT,2003,Sedan,Petrol,1.3,155000 km,4.0,Automatic,Front,Right-hand drive,Blue,354
7997,VOLKSWAGEN,Jetta,2003,Sedan,Petrol,2,137000 km,4.0,Manual,Front,Left wheel,Black,355
38888,TOYOTA,RAV 4,2017,Jeep,Petrol,2.5,50000 km,4.0,Automatic,4x4,Left wheel,Grey,356
35438,LEXUS,GX 470,2008,Jeep,Petrol,4.7,146000 km,8.0,Automatic,4x4,Left wheel,White,357
188,LEXUS,RX 450,2011,Jeep,Hybrid,3.5,101816 km,6.0,Automatic,4x4,Left wheel,Black,358
9408,NISSAN,March,2010,Sedan,Petrol,1.2,97524 km,3.0,Automatic,Front,Right-hand drive,Purple,359
59272,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,3.0 Turbo,131000 km,6.0,Automatic,4x4,Left wheel,Grey,360
11604,MERCEDES-BENZ,E 270,2000,Sedan,Diesel,2.2,497000 km,8.0,Automatic,Rear,Left wheel,Silver,361
45473,TOYOTA,FJ Cruiser,2008,Jeep,Petrol,4,185600 km,5.0,Automatic,4x4,Left wheel,Black,362
15994,MERCEDES-BENZ,E 350,2011,Coupe,Diesel,3.5,170429 km,6.0,Automatic,Rear,Left wheel,Silver,363
18189,TOYOTA,RAV 4,2006,Jeep,Diesel,2.2 Turbo,198000 km,4.0,Manual,4x4,Left wheel,Black,364
1960,LEXUS,ES 350,2013,Sedan,Hybrid,2.5,87952 km,4.0,Automatic,Front,Left wheel,Silver,365
26030,CHEVROLET,Volt,2017,Hatchback,Hybrid,1.5,52062 km,4.0,Automatic,Front,Left wheel,Blue,366
48000,BMW,M3,2010,Coupe,Petrol,4,160000 km,8.0,Manual,Rear,Left wheel,Red,367
8781,TOYOTA,Ist,2002,Hatchback,Petrol,1.5,117000 km,4.0,Automatic,4x4,Right-hand drive,Red,368
627,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,3.5,318285 km,6.0,Automatic,4x4,Left wheel,Black,369
5802,CHEVROLET,Volt,2013,Hatchback,Hybrid,1.4,0 km,4.0,Automatic,Front,Left wheel,Grey,370
8624,CHEVROLET,Cruze,2012,Sedan,Diesel,2,62649 km,4.0,Automatic,Front,Left wheel,White,371
8154,HYUNDAI,Sonata,2014,Sedan,LPG,2,502500 km,4.0,Automatic,Front,Left wheel,Orange,372
15681,LEXUS,GX 460,2010,Jeep,Petrol,4.6,275240 km,8.0,Automatic,4x4,Left wheel,Silver,373
39458,SSANGYONG,Actyon,2016,Jeep,Diesel,1.6,70259 km,4.0,Automatic,Front,Left wheel,White,374
31581,HYUNDAI,H1,2014,Minivan,Diesel,2.5,96893 km,4.0,Automatic,Front,Left wheel,Silver,375
12287,HYUNDAI,Elantra,2007,Sedan,Petrol,1.6,39079 km,4.0,Automatic,Front,Left wheel,Silver,376
16283,HYUNDAI,Sonata,2016,Sedan,LPG,2,55225 km,4.0,Automatic,Front,Left wheel,Black,377
8467,HYUNDAI,Sonata,2014,Sedan,LPG,2,490516 km,4.0,Automatic,Front,Left wheel,Orange,378
16123,HYUNDAI,Genesis,2010,Coupe,Petrol,2,123187 km,4.0,Automatic,Front,Left wheel,Black,379
9408,MITSUBISHI,Montero,2000,Jeep,LPG,3,214000 km,6.0,Automatic,Rear,Left wheel,Black,380
11917,HYUNDAI,I30,2012,Hatchback,Diesel,1.6,78807 km,4.0,Automatic,Front,Left wheel,Silver,381
9408,MITSUBISHI,Pajero,1998,Jeep,Petrol,3.5,212000 km,4.0,Automatic,4x4,Right-hand drive,Silver,382
1411,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,3.5,266061 km,6.0,Automatic,4x4,Left wheel,Black,383
7683,NISSAN,Tiida,2005,Sedan,Petrol,1.5,21000 km,4.0,Variator,Front,Right-hand drive,White,384
19444,MINI,Countryman,2011,Sedan,Petrol,1.6,218000 km,4.0,Tiptronic,Front,Left wheel,Red,385
15681,TOYOTA,Corolla 04,2013,Sedan,Petrol,1.8,132800 km,4.0,Automatic,Front,Left wheel,White,386
13642,HYUNDAI,H1,2009,Minivan,Diesel,2.5,75631 km,4.0,Automatic,Front,Left wheel,Silver,387
17249,HYUNDAI,Elantra,2015,Sedan,Petrol,1.8,84291 km,4.0,Automatic,Front,Left wheel,Black,388
11604,FORD,Focus,2012,Sedan,Petrol,2,68000 km,4.0,Automatic,Front,Left wheel,White,389
20278,CHEVROLET,Malibu,2013,Sedan,Petrol,2,156666 km,4.0,Automatic,Front,Left wheel,Black,390
25083,HYUNDAI,Elantra,2016,Sedan,Diesel,1.6,133200 km,4.0,Automatic,Front,Left wheel,White,391
5500,NISSAN,March,2004,Hatchback,Petrol,1.2,200000 km,4.0,Automatic,Front,Left wheel,Yellow,392
2430,MERCEDES-BENZ,E 350,2008,Sedan,Diesel,3,175614 km,6.0,Automatic,Rear,Left wheel,Black,393
38574,MERCEDES-BENZ,Vito,2011,Minivan,Diesel,2.2 Turbo,145000 km,4.0,Tiptronic,Rear,Left wheel,Black,394
34607,HYUNDAI,H1,2014,Minivan,Diesel,2.5,27000 km,4.0,Automatic,Front,Left wheel,Silver,395
18817,HYUNDAI,Elantra,2011,Sedan,Hybrid,1.6,60000 km,4.0,Variator,Front,Left wheel,White,396
14113,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,169000 km,4.0,Automatic,Front,Left wheel,Silver,397
10506,TOYOTA,Aqua,2014,Sedan,Hybrid,1.5,87000 km,4.0,Automatic,Front,Right-hand drive,White,398
470,NISSAN,Juke,2012,Jeep,Petrol,1.6,136712 km,4.0,Automatic,4x4,Left wheel,White,399
18189,BMW,328,2012,Sedan,Petrol,2,142152 km,4.0,Automatic,Rear,Left wheel,Black,400
13172,AUDI,A6,2017,Sedan,Petrol,2,0 km,4.0,Automatic,4x4,Left wheel,Black,401
314,SUBARU,Forester,2014,Jeep,Petrol,2,110098 km,4.0,Automatic,4x4,Left wheel,White,402
44558,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,120337 km,4.0,Automatic,Front,Left wheel,Black,403
21326,HYUNDAI,Accent,2016,Sedan,Petrol,1.6,80000 km,4.0,Tiptronic,Front,Left wheel,White,404
14426,HYUNDAI,Grandeur,2014,Sedan,LPG,3,91456 km,4.0,Automatic,Front,Left wheel,Black,405
627,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,3.5,318285 km,6.0,Automatic,4x4,Left wheel,Black,406
13485,BMW,X5,2001,Jeep,Petrol,3.0 Turbo,240000 km,6.0,Tiptronic,4x4,Left wheel,Black,407
9722,NISSAN,Tiida,2005,Hatchback,Petrol,1.5,97000 km,4.0,Automatic,Front,Right-hand drive,Silver,408
9722,TOYOTA,Aqua,2012,Hatchback,Hybrid,1.5,107000 km,4.0,Automatic,Front,Right-hand drive,Sky blue,409
43905,TOYOTA,RAV 4,2016,Jeep,Petrol,2.5,67000 km,4.0,Tiptronic,4x4,Left wheel,White,410
27356,HYUNDAI,Elantra,2014,Sedan,Diesel,1.6,90000 km,4.0,Automatic,Front,Left wheel,Black,411
15173,CHEVROLET,Cruze,2011,Sedan,Petrol,1.8,108901 km,4.0,Automatic,Front,Left wheel,Grey,412
25089,TOYOTA,Camry,2014,Sedan,Hybrid,2.5,203200 km,4.0,Automatic,Front,Left wheel,Black,413
11917,BMW,320,2003,Sedan,Petrol,2,136950 km,4.0,Tiptronic,Rear,Left wheel,Red,414
25669,TOYOTA,Aqua,2013,Hatchback,Petrol,1.5,105000 km,4.0,Automatic,Front,Left wheel,Black,415
314,MERCEDES-BENZ,E 350,2014,Sedan,Diesel,3.5,149486 km,6.0,Automatic,4x4,Left wheel,Silver,416
862,CHEVROLET,Volt,2014,Jeep,Hybrid,1.4,133195 km,4.0,Automatic,Front,Left wheel,Black,417
314,FORD,Fusion,2014,Sedan,Hybrid,2,124493 km,4.0,Automatic,Front,Left wheel,White,418
16308,DODGE,Dart Limited,2013,Sedan,Petrol,1.4 Turbo,180000 km,4.0,Manual,Front,Left wheel,Black,419
37580,HYUNDAI,Santa FE,2015,Jeep,Diesel,2,95200 km,4.0,Automatic,Front,Left wheel,Grey,420
31361,MERCEDES-BENZ,S 350,2007,Sedan,Petrol,3.5,165000 km,6.0,Automatic,Rear,Left wheel,Black,421
6429,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,396350 km,4.0,Automatic,Front,Left wheel,Black,422
16308,VOLKSWAGEN,Jetta,2013,Sedan,Petrol,2,94400 km,4.0,Tiptronic,Front,Left wheel,Black,423
5331,VOLKSWAGEN,Golf,2000,Sedan,Petrol,1.6,197457 km,4.0,Manual,Front,Left wheel,White,424
31913,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,80758 km,4.0,Automatic,Front,Left wheel,Silver,425
19757,TOYOTA,Prius,2011,Sedan,Petrol,1.8,268800 km,4.0,Automatic,Front,Left wheel,Black,426
15681,VOLKSWAGEN,Passat,2012,Sedan,Petrol,2.5,154000 km,5.0,Tiptronic,Front,Left wheel,Silver,427
4861,TOYOTA,Highlander,2010,Sedan,Hybrid,3.3,264877 km,6.0,Automatic,4x4,Left wheel,White,428
5900,NISSAN,March,2002,Sedan,Petrol,1.2,0 km,4.0,Automatic,Front,Left wheel,Golden,429
19369,HYUNDAI,H1,2012,Universal,Diesel,2.5,205425 km,4.0,Automatic,Front,Left wheel,Yellow,430
2195,TOYOTA,CHR,2018,Jeep,Petrol,2,22816 km,4.0,Automatic,Front,Left wheel,Grey,431
12544,CHEVROLET,Cruze,2014,Sedan,Petrol,1.4,88886 km,4.0,Automatic,Front,Left wheel,Black,432
4800,MERCEDES-BENZ,C 180,1994,Sedan,Petrol,1.8,0 km,4.0,Automatic,Rear,Left wheel,Black,433
14740,CHEVROLET,Cruze,2013,Sedan,Petrol,1.4 Turbo,80000 km,4.0,Automatic,Front,Left wheel,Silver,434
15367,HYUNDAI,Tucson,2011,Jeep,Diesel,2,73326 km,4.0,Automatic,Front,Left wheel,Silver,435
17249,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,243200 km,4.0,Variator,Front,Left wheel,White,436
9300,AUDI,A4,2004,Sedan,Petrol,1.8 Turbo,259200 km,4.0,Tiptronic,4x4,Left wheel,Grey,437
68994,LEXUS,IS 200,2017,Sedan,,2.0 Turbo,35200 km,4.0,Tiptronic,Rear,Left wheel,White,438
52696,HYUNDAI,Sonata,2016,Sedan,Petrol,2,48042 km,4.0,Automatic,Front,Left wheel,White,439
2901,TOYOTA,Corolla,2011,Sedan,Petrol,1.8,239907 km,4.0,Automatic,Front,Left wheel,Grey,440
3763,FORD,Fusion,2013,Sedan,Hybrid,2,320554 km,4.0,Automatic,Front,Left wheel,White,441
12544,BMW,325,2005,Sedan,Petrol,2.5,162000 km,6.0,Tiptronic,Rear,Right-hand drive,White,442
18817,BMW,330,2011,Sedan,Petrol,3,70000 km,6.0,Tiptronic,Rear,Left wheel,White,443
20665,FORD,Fusion TITANIUM,2013,Sedan,Petrol,2.0 Turbo,135000 km,4.0,Tiptronic,Front,Left wheel,Silver,444
16935,CHEVROLET,Cruze,2018,Sedan,Petrol,1.4 Turbo,15333 km,4.0,Automatic,Front,Left wheel,White,445
14426,FORD,Transit,1999,Microbus,Diesel,2.5,123000 km,4.0,Manual,Rear,Left wheel,White,446
10349,TOYOTA,Prius,2010,Sedan,Hybrid,1.5,265000 km,4.0,Automatic,Front,Left wheel,Golden,447
19757,HYUNDAI,Elantra,2016,Sedan,Petrol,1.8,113600 km,4.0,Tiptronic,Front,Left wheel,Grey,448
44711,HYUNDAI,Santa FE,2016,Jeep,Diesel,2,146492 km,4.0,Automatic,Front,Left wheel,Black,449
862,LEXUS,GX 470,2008,Jeep,Petrol,4.7,280354 km,8.0,Automatic,4x4,Left wheel,White,450
10349,TOYOTA,Ist,2003,Sedan,Petrol,1.3,157000 km,4.0,Automatic,Front,Right-hand drive,Black,451
13328,LEXUS,RX 450,2010,Jeep,Hybrid,3.5,186005 km,6.0,Automatic,4x4,Left wheel,Silver,452
19610,HYUNDAI,Genesis,2010,Coupe,Petrol,2,104022 km,4.0,Automatic,Front,Left wheel,White,453
32929,MITSUBISHI,L 200,2007,Jeep,Diesel,2.5,135000 km,4.0,Manual,4x4,Left wheel,White,454
21326,LEXUS,CT 200h,2012,Hatchback,Hybrid,1.8,98000 km,4.0,Automatic,Front,Left wheel,Carnelian red,455
